Player,PER,TS%,WS,BPM,VORP
Álex Abrines\abrinal01,6.3,.507,0.6,-3.3,-0.2
Quincy Acy\acyqu01,2.9,.379,-0.1,-8.1,-0.2
Jaylen Adams\adamsja01,7.6,.474,0.1,-4.3,-0.2
Steven Adams\adamsst01,18.5,.591,9.1,1.1,2.1
Bam Adebayo\adebaba01,17.9,.623,6.8,1.8,1.8
Deng Adel\adelde01,2.7,.424,-0.2,-7.5,-0.3
DeVaughn Akoon-Purcell\akoonde01,8.2,.322,0.0,-5.8,0.0
LaMarcus Aldridge\aldrila01,22.9,.576,9.3,1.8,2.6
Rawle Alkins\alkinra01,8.1,.418,-0.1,-7.3,-0.2
Grayson Allen\allengr01,7.5,.516,0.0,-6.3,-0.5
Jarrett Allen\allenja01,18.5,.632,7.6,1.6,1.9
Kadeem Allen\allenka01,16.2,.574,1.0,0.5,0.3
Al-Farouq Aminu\aminual01,13.2,.568,5.8,0.7,1.5
Justin Anderson\anderju01,11.2,.516,0.4,-2.7,-0.1
Kyle Anderson\anderky01,12.8,.569,2.7,0.8,0.9
Ryan Anderson\anderry01,4.6,.414,-0.2,-6.4,-0.4
Ryan Anderson\anderry01,4.6,.423,-0.2,-6.3,-0.3
Ryan Anderson\anderry01,4.5,.354,0.0,-6.5,0.0
Ike Anigbogu\anigbik01,-6.0,.000,-0.1,-16.2,0.0
Giannis Antetokounmpo\antetgi01,30.9,.644,14.4,10.4,7.4
Kostas Antetokounmpo\antetko01,-0.9,.210,-0.1,-12.7,0.0
Carmelo Anthony\anthoca01,10.9,.513,0.3,-2.7,-0.1
OG Anunoby\anunoog01,9.8,.544,2.0,-2.4,-0.1
Ryan Arcidiacono\arcidry01,11.6,.588,3.7,-1.9,0.1
Trevor Ariza\arizatr01,12.1,.534,2.5,-1.3,0.4
Trevor Ariza\arizatr01,10.5,.525,0.6,-1.1,0.2
Trevor Ariza\arizatr01,13.0,.538,1.9,-1.4,0.2
D.J. Augustin\augusdj01,15.7,.616,6.9,0.5,1.4
Deandre Ayton\aytonde01,20.5,.608,5.8,0.2,1.2
Dwayne Bacon\bacondw01,11.7,.570,1.2,-3.7,-0.3
Marvin Bagley III\baglema01,18.9,.562,3.6,-1.0,0.4
Ron Baker\bakerro01,2.5,.309,-0.1,-7.0,-0.2
Ron Baker\bakerro01,4.4,.376,0.0,-6.6,-0.1
Ron Baker\bakerro01,-2.0,.000,-0.1,-7.9,-0.1
Wade Baldwin\baldwwa01,1.3,.396,-0.3,-10.3,-0.2
Lonzo Ball\balllo01,11.7,.487,1.6,-0.3,0.6
Mo Bamba\bambamo01,14.9,.539,1.7,-1.4,0.1
J.J. Barea\bareajo01,16.3,.495,1.0,-0.6,0.3
Harrison Barnes\barneha02,12.8,.550,3.6,-1.4,0.4
Harrison Barnes\barneha02,13.1,.538,1.9,-1.2,0.3
Harrison Barnes\barneha02,12.3,.578,1.7,-1.7,0.1
Will Barton\bartowi01,11.0,.501,1.2,-1.8,0.0
Keita Bates-Diop\bateske01,9.6,.489,0.3,-3.4,-0.2
Nicolas Batum\batumni01,11.9,.581,3.7,-0.3,1.0
Jerryd Bayless\bayleje01,8.5,.431,0.0,-4.6,-0.4
Aron Baynes\baynear01,14.0,.567,2.4,-1.5,0.1
Kent Bazemore\bazemke01,11.9,.507,0.7,-2.3,-0.1
Bradley Beal\bealbr01,20.8,.581,7.6,2.9,3.7
Malik Beasley\beaslma01,14.2,.599,4.5,0.1,1.0
Michael Beasley\beaslmi01,15.9,.532,0.2,-1.5,0.0
Marco Belinelli\belinma01,11.9,.557,2.5,-1.7,0.1
Jordan Bell\belljo01,12.9,.531,1.6,-0.9,0.2
DeAndre' Bembry\bembrde01,10.8,.508,0.9,-2.4,-0.2
Dragan Bender\bendedr01,9.5,.521,0.5,-4.1,-0.5
Dairis Bertāns\bertada02,2.0,.362,-0.2,-8.8,-0.3
Dāvis Bertāns\bertada01,13.0,.632,4.0,1.3,1.4
Patrick Beverley\beverpa01,11.8,.561,4.8,0.9,1.5
Khem Birch\birchkh01,19.2,.640,2.8,1.2,0.5
Bismack Biyombo\biyombi01,14.4,.602,2.0,-2.5,-0.1
Nemanja Bjelica\bjeline01,15.4,.585,4.5,0.9,1.3
Antonio Blakeney\blakean01,10.6,.487,-0.5,-5.2,-0.7
Eric Bledsoe\bledser01,19.3,.577,8.2,3.1,2.9
Jaron Blossomgame\blossja01,10.2,.510,0.3,-3.8,-0.2
Bogdan Bogdanović\bogdabo01,14.1,.530,2.7,-0.6,0.7
Bojan Bogdanović\bogdabo02,16.1,.613,6.8,0.7,1.7
Andrew Bogut\bogutan01,13.4,.523,0.3,-2.9,0.0
Jonah Bolden\boldejo01,12.7,.595,1.4,-0.7,0.2
Isaac Bonga\bongais01,6.0,.240,-0.1,-4.8,-0.1
Devin Booker\bookede01,20.2,.584,3.5,1.0,1.7
Chris Boucher\bouchch01,22.2,.563,0.7,2.6,0.2
Avery Bradley\bradlav01,7.6,.496,0.3,-3.7,-0.8
Avery Bradley\bradlav01,5.5,.464,-0.3,-4.6,-1.0
Avery Bradley\bradlav01,14.5,.565,0.7,-0.9,0.1
Tony Bradley\bradlto01,19.6,.504,0.1,-6.0,0.0
Corey Brewer\breweco01,11.6,.532,1.0,-1.3,0.1
Corey Brewer\breweco01,10.8,.484,0.1,-3.6,-0.1
Corey Brewer\breweco01,12.0,.562,0.8,-0.4,0.1
Mikal Bridges\bridgmi01,10.8,.556,2.9,-1.6,0.3
Miles Bridges\bridgmi02,13.1,.548,2.9,-0.8,0.5
Isaiah Briscoe\briscis01,6.7,.455,0.3,-5.0,-0.4
Ryan Broekhoff\broekry01,10.7,.621,0.8,-1.0,0.1
Malcolm Brogdon\brogdma01,17.8,.614,6.5,2.2,1.9
Dillon Brooks\brookdi01,7.6,.499,0.0,-6.3,-0.4
MarShon Brooks\brookma01,11.6,.518,0.1,-3.0,-0.1
Bruce Brown\brownbr01,6.9,.469,1.5,-3.3,-0.5
Jaylen Brown\brownja02,13.5,.547,3.0,-2.1,0.0
Lorenzo Brown\brownlo01,6.3,.380,-0.1,-3.5,-0.1
Sterling Brown\brownst02,10.9,.563,2.1,-1.5,0.1
Troy Brown Jr.\browntr01,11.1,.487,0.6,-2.7,-0.1
Jalen Brunson\brunsja01,12.8,.549,2.6,-1.7,0.1
Thomas Bryant\bryanth01,21.0,.674,5.6,2.0,1.5
Reggie Bullock\bullore01,10.5,.563,3.1,-1.1,0.4
Reggie Bullock\bullore01,11.0,.569,2.4,-0.6,0.5
Reggie Bullock\bullore01,9.1,.545,0.7,-2.2,0.0
Trey Burke\burketr01,16.5,.524,1.9,0.1,0.6
Trey Burke\burketr01,15.6,.496,0.6,-0.6,0.2
Trey Burke\burketr01,17.9,.574,1.3,1.2,0.3
Alec Burks\burksal01,12.7,.523,1.5,-1.2,0.3
Alec Burks\burksal01,12.4,.547,0.5,-0.6,0.1
Alec Burks\burksal01,13.2,.517,0.9,-1.4,0.1
Alec Burks\burksal01,9.0,.495,0.2,-1.1,0.0
Deonte Burton\burtode02,7.0,.470,0.1,-4.3,-0.1
Jimmy Butler\butleji01,20.2,.571,7.9,3.7,3.2
Jimmy Butler\butleji01,22.3,.579,1.3,6.9,0.8
Jimmy Butler\butleji01,19.8,.569,6.6,3.1,2.4
Bruno Caboclo\cabocbr01,12.4,.571,1.5,-1.1,0.2
José Calderón\caldejo01,7.1,.453,0.6,-3.9,-0.3
Kentavious Caldwell-Pope\caldwke01,12.9,.568,4.0,-0.5,0.8
Isaiah Canaan\canaais01,8.0,.518,0.1,-4.1,-0.3
Isaiah Canaan\canaais01,7.3,.515,-0.1,-4.6,-0.3
Isaiah Canaan\canaais01,12.3,.536,0.2,-1.3,0.0
Isaiah Canaan\canaais01,5.2,.500,0.0,-4.0,0.0
Clint Capela\capelca01,23.8,.658,10.8,3.0,2.8
DeMarre Carroll\carrode01,12.1,.546,3.1,-1.5,0.2
Jevon Carter\carteje01,7.8,.432,0.0,-4.0,-0.3
Vince Carter\cartevi01,11.8,.565,1.9,-0.7,0.5
Wendell Carter Jr.\cartewe01,15.2,.541,1.9,-1.6,0.1
Michael Carter-Williams\cartemi01,14.7,.458,0.8,0.8,0.3
Michael Carter-Williams\cartemi01,12.7,.476,0.1,-1.6,0.0
Michael Carter-Williams\cartemi01,16.1,.440,0.6,2.4,0.3
Alex Caruso\carusal01,13.9,.569,1.0,-0.2,0.2
Omri Casspi\casspom01,15.7,.606,1.3,0.4,0.3
Willie Cauley-Stein\caulewi01,18.0,.566,6.7,1.2,1.8
Troy Caupain\caupatr01,30.7,.625,0.1,13.3,0.1
Tyler Cavanaugh\cavanty01,5.0,.414,0.0,-8.4,-0.1
Tyson Chandler\chandty01,11.2,.630,2.1,-2.1,0.0
Tyson Chandler\chandty01,11.5,.653,0.2,-4.6,-0.1
Tyson Chandler\chandty01,11.2,.626,1.9,-1.8,0.0
Wilson Chandler\chandwi01,8.5,.537,1.5,-2.8,-0.2
Wilson Chandler\chandwi01,9.1,.561,1.5,-2.0,0.0
Wilson Chandler\chandwi01,5.8,.463,0.0,-6.1,-0.2
Joe Chealey\chealjo01,2.0,.333,0.0,-14.6,0.0
Chris Chiozza\chiozch01,7.0,.375,0.0,-1.3,0.0
Marquese Chriss\chrisma01,9.2,.455,-0.2,-7.5,-0.7
Marquese Chriss\chrisma01,3.4,.391,-0.2,-11.2,-0.2
Marquese Chriss\chrisma01,10.7,.470,0.0,-6.6,-0.5
Gary Clark\clarkga01,9.2,.480,1.0,-0.7,0.2
Ian Clark\clarkia01,8.3,.502,-0.1,-5.1,-0.8
Jordan Clarkson\clarkjo01,16.8,.539,1.8,-0.5,0.8
John Collins\collijo01,21.8,.627,6.0,0.9,1.3
Zach Collins\colliza01,13.5,.562,2.9,-1.2,0.3
Darren Collison\collida01,16.7,.574,6.8,1.8,2.1
Bonzie Colson\colsobo01,12.9,.454,0.2,-3.5,0.0
Mike Conley\conlemi01,21.4,.569,8.0,4.7,3.9
Pat Connaughton\connapa01,13.6,.573,3.9,1.2,1.0
Quinn Cook\cookqu01,13.1,.565,1.8,-2.1,0.0
DeMarcus Cousins\couside01,21.4,.562,2.4,3.0,1.0
Robert Covington\covinro01,13.3,.580,2.5,1.6,1.1
Robert Covington\covinro01,11.0,.578,0.7,0.5,0.3
Robert Covington\covinro01,14.7,.580,1.8,2.2,0.8
Allen Crabbe\crabbal01,7.7,.519,0.8,-2.8,-0.2
Torrey Craig\craigto01,10.4,.547,3.0,-1.9,0.0
Jamal Crawford\crawfja01,11.7,.522,0.2,-3.9,-0.6
Mitch Creek\creekmi01,20.2,.550,0.2,3.5,0.1
Mitch Creek\creekmi01,21.5,.573,0.2,5.7,0.1
Mitch Creek\creekmi01,16.3,.500,0.0,-3.0,0.0
Jae Crowder\crowdja01,12.1,.538,4.4,0.3,1.2
Dante Cunningham\cunnida01,10.2,.585,1.9,-0.6,0.3
Seth Curry\curryse01,11.4,.595,2.4,-1.0,0.3
Stephen Curry\curryst01,24.4,.641,9.7,6.6,5.1
Troy Daniels\danietr01,9.8,.558,0.3,-3.7,-0.3
Anthony Davis\davisan02,30.3,.597,9.5,9.4,5.3
Deyonta Davis\davisde01,15.6,.682,0.4,-2.0,0.0
Ed Davis\davised01,17.3,.632,5.7,0.0,0.7
Tyler Davis\davisty01,0.0,.000,0.0,-40.7,0.0
Dewayne Dedmon\dedmode01,16.0,.602,4.0,0.5,1.0
Sam Dekker\dekkesa01,13.3,.519,1.0,-1.8,0.1
Sam Dekker\dekkesa01,14.0,.544,0.3,-1.1,0.0
Sam Dekker\dekkesa01,13.2,.514,0.8,-1.9,0.0
Ángel Delgado\delgaan01,4.3,.255,0.0,-12.0,0.0
Matthew Dellavedova\dellama01,11.1,.532,0.5,-4.4,-0.5
Matthew Dellavedova\dellama01,7.5,.482,0.1,-4.1,-0.1
Matthew Dellavedova\dellama01,11.5,.537,0.4,-4.5,-0.4
Luol Deng\denglu01,14.6,.588,0.8,0.0,0.2
DeMar DeRozan\derozde01,19.6,.542,6.3,1.1,2.2
Marcus Derrickson\derrima01,19.4,.653,0.2,-2.7,0.0
Cheick Diallo\diallch01,17.5,.644,2.6,-0.9,0.2
Hamidou Diallo\diallha01,10.1,.497,0.8,-4.2,-0.3
Gorgui Dieng\dienggo01,18.1,.572,2.8,0.6,0.7
Spencer Dinwiddie\dinwisp01,16.3,.580,4.8,0.6,1.3
Donte DiVincenzo\divindo01,9.1,.507,0.6,-2.2,0.0
Luka Dončić\doncilu01,19.6,.545,4.9,3.9,3.4
Tyler Dorsey\dorsety01,11.2,.509,0.6,-3.5,-0.3
Tyler Dorsey\dorsety01,7.8,.448,-0.1,-4.9,-0.2
Tyler Dorsey\dorsety01,13.1,.541,0.7,-2.7,-0.1
Damyean Dotson\dotsoda01,10.8,.526,1.5,-2.6,-0.3
PJ Dozier\doziepj01,16.0,.434,0.1,-2.0,0.0
Goran Dragić\dragigo01,13.9,.517,1.6,-1.1,0.2
Andre Drummond\drumman01,23.4,.555,10.0,2.1,2.7
Jared Dudley\dudleja01,7.8,.554,1.8,-1.8,0.1
Kris Dunn\dunnkr01,12.4,.484,0.6,-2.7,-0.2
Kevin Durant\duranke01,24.2,.631,11.5,5.5,5.1
Trevon Duval\duvaltr01,38.3,.833,0.1,24.4,0.0
Vince Edwards\edwarvi01,3.8,.375,0.0,-6.4,0.0
Henry Ellenson\ellenhe01,13.1,.538,0.4,-1.5,0.0
Henry Ellenson\ellenhe01,14.8,.551,0.1,2.2,0.0
Henry Ellenson\ellenhe01,12.9,.536,0.3,-1.9,0.0
Wayne Ellington\ellinwa01,11.8,.569,2.6,0.0,0.7
Wayne Ellington\ellinwa01,10.8,.547,1.0,0.2,0.3
Wayne Ellington\ellinwa01,12.5,.584,1.6,-0.1,0.4
Joel Embiid\embiijo01,26.1,.593,8.7,4.9,3.8
James Ennis III\ennisja01,11.0,.590,2.6,-1.5,0.1
James Ennis III\ennisja01,11.3,.622,2.2,-0.9,0.3
James Ennis III\ennisja01,9.9,.510,0.4,-3.7,-0.1
Drew Eubanks\eubandr01,15.1,.646,0.3,-1.3,0.0
Jacob Evans\evansja02,3.5,.374,-0.1,-8.2,-0.3
Jawun Evans\evansja01,0.1,.214,-0.2,-10.3,-0.1
Jawun Evans\evansja01,0.7,.231,-0.2,-9.2,-0.1
Jawun Evans\evansja01,-38.1,.000,0.0,-81.4,0.0
Tyreke Evans\evansty01,11.5,.483,0.3,-2.7,-0.2
Dante Exum\exumda01,11.2,.516,1.0,-2.1,0.0
Kenneth Faried\farieke01,21.6,.622,2.9,-0.2,0.3
Kenneth Faried\farieke01,20.5,.622,0.4,0.4,0.1
Kenneth Faried\farieke01,21.8,.622,2.5,-0.4,0.3
Derrick Favors\favorde01,21.8,.624,7.9,3.3,2.4
Cristiano Felício\feliccr01,13.4,.568,1.4,-4.1,-0.4
Raymond Felton\feltora01,11.2,.505,0.7,-1.3,0.1
Terrance Ferguson\fergute01,6.4,.566,2.8,-3.8,-0.9
Yogi Ferrell\ferreyo01,12.7,.550,1.9,-1.4,0.2
Dorian Finney-Smith\finnedo01,11.0,.530,3.3,-1.4,0.3
Bryn Forbes\forbebr01,12.0,.586,3.8,-1.2,0.5
Evan Fournier\fournev01,12.3,.536,3.2,-2.4,-0.3
De'Aaron Fox\foxde01,18.1,.544,5.6,1.5,2.3
Melvin Frazier\frazime01,1.2,.330,-0.1,-14.5,-0.1
Tim Frazier\fraziti01,11.7,.544,2.0,-1.8,0.1
Tim Frazier\fraziti01,11.6,.552,1.5,-1.3,0.2
Tim Frazier\fraziti01,11.8,.523,0.4,-3.6,-0.1
Jimmer Fredette\fredeji01,3.6,.348,-0.2,-11.3,-0.2
Enes Freedom\kanteen01,22.3,.594,5.4,1.0,1.2
Enes Freedom\kanteen01,21.8,.585,3.4,0.8,0.8
Enes Freedom\kanteen01,23.5,.614,2.1,1.3,0.4
Channing Frye\fryech01,8.9,.524,0.1,-3.5,-0.1
Markelle Fultz\fultzma01,10.5,.452,0.3,-3.1,-0.1
Danilo Gallinari\gallida01,21.0,.633,8.2,4.3,3.3
Langston Galloway\gallola01,10.7,.534,3.4,-1.5,0.2
Billy Garrett\garrebi01,9.8,.452,0.0,-5.5,-0.1
Marc Gasol\gasolma01,16.7,.546,6.0,3.1,3.1
Marc Gasol\gasolma01,16.9,.541,3.9,3.2,2.3
Marc Gasol\gasolma01,16.0,.565,2.1,2.9,0.8
Pau Gasol\gasolpa01,16.7,.529,1.1,3.1,0.5
Pau Gasol\gasolpa01,18.0,.544,1.1,3.9,0.5
Pau Gasol\gasolpa01,1.7,.291,0.0,-4.7,0.0
Rudy Gay\gayru01,17.5,.583,4.4,1.4,1.6
Paul George\georgpa01,23.3,.583,11.9,7.2,6.6
Taj Gibson\gibsota01,17.8,.612,5.1,-0.1,0.8
Harry Giles\gilesha01,14.4,.526,1.0,-3.0,-0.2
Shai Gilgeous-Alexander\gilgesh01,13.4,.554,3.3,-0.5,0.8
Rudy Gobert\goberru01,24.6,.682,14.4,5.4,4.8
Brandon Goodwin\goodwbr01,8.3,.413,0.0,-9.5,-0.1
Aaron Gordon\gordoaa01,15.1,.538,5.1,0.6,1.7
Eric Gordon\gordoer01,12.2,.549,2.6,-1.3,0.4
Marcin Gortat\gortama01,12.8,.562,1.4,-1.3,0.1
Devonte' Graham\grahade01,10.3,.459,0.5,-4.0,-0.3
Treveon Graham\grahatr01,6.1,.458,0.5,-3.7,-0.3
Jerami Grant\grantje01,13.8,.592,7.3,0.2,1.5
Jerian Grant\grantje02,10.8,.526,1.7,-1.6,0.1
Donte Grantham\grantdo01,-38.1,.000,0.0,-37.6,0.0
Danny Green\greenda02,13.0,.632,5.9,2.0,2.2
Draymond Green\greendr01,12.9,.526,4.3,1.4,1.8
Gerald Green\greenge01,11.4,.555,1.9,-1.7,0.1
JaMychal Green\greenja01,14.7,.587,2.9,-1.7,0.1
JaMychal Green\greenja01,14.9,.580,1.8,-1.8,0.1
JaMychal Green\greenja01,14.3,.600,1.1,-1.5,0.1
Jeff Green\greenje02,13.6,.608,3.6,-1.4,0.3
Blake Griffin\griffbl01,21.0,.581,8.0,5.1,4.7
Daniel Hamilton\hamilda02,7.1,.455,-0.1,-4.1,-0.1
Dusty Hannahs\hannadu01,4.5,.311,-0.1,-9.7,-0.1
Tim Hardaway Jr.\hardati02,13.6,.527,1.8,-2.0,0.0
Tim Hardaway Jr.\hardati02,14.4,.531,1.5,-1.6,0.2
Tim Hardaway Jr.\hardati02,11.6,.514,0.4,-3.2,-0.2
James Harden\hardeja01,30.6,.616,15.2,11.0,9.3
Maurice Harkless\harklma01,13.2,.547,3.4,0.7,1.0
Montrezl Harrell\harremo01,23.4,.636,8.7,3.3,2.9
Devin Harris\harride01,10.7,.527,1.5,-2.2,-0.1
Gary Harris\harriga01,12.2,.526,2.6,-1.6,0.2
Joe Harris\harrijo01,13.5,.645,5.5,0.5,1.4
Tobias Harris\harrito02,17.2,.592,7.1,1.6,2.6
Tobias Harris\harrito02,18.2,.605,5.0,2.4,2.1
Tobias Harris\harrito02,15.3,.562,2.1,-0.1,0.5
Andrew Harrison\harrian01,5.8,.443,-0.1,-7.1,-0.2
Andrew Harrison\harrian01,4.6,.500,0.0,-15.4,0.0
Andrew Harrison\harrian01,6.6,.467,-0.1,-6.2,-0.2
Andrew Harrison\harrian01,3.1,.349,0.0,-9.2,-0.1
Shaquille Harrison\harrish01,12.4,.494,1.4,-1.3,0.2
Josh Hart\hartjo01,9.3,.526,2.1,-1.3,0.3
Isaiah Hartenstein\harteis01,10.0,.562,0.5,-3.9,-0.1
Udonis Haslem\hasleud01,3.6,.360,-0.1,-10.9,-0.2
Gordon Hayward\haywago01,15.6,.575,4.9,0.8,1.3
John Henson\hensojo01,17.1,.553,0.6,2.5,0.2
Juancho Hernangómez\hernaju01,11.0,.580,3.0,-1.1,0.3
Willy Hernangómez\hernawi01,20.4,.587,2.6,-0.1,0.4
Mario Hezonja\hezonma01,10.8,.497,-0.1,-3.8,-0.5
Isaiah Hicks\hicksis01,17.4,.588,0.1,0.1,0.0
Buddy Hield\hieldbu01,17.5,.587,5.9,2.1,2.7
Haywood Highsmith\highsha01,4.5,.414,0.0,-8.2,-0.1
Nenê\hilarne01,11.9,.552,1.4,-2.2,0.0
George Hill\hillge01,12.1,.554,2.8,-1.4,0.2
George Hill\hillge01,13.5,.604,0.5,-2.0,0.0
George Hill\hillge01,11.6,.534,2.3,-1.2,0.2
Solomon Hill\hillso01,6.8,.497,0.5,-3.6,-0.3
Aaron Holiday\holidaa01,11.9,.518,0.9,-1.6,0.1
Jrue Holiday\holidjr01,19.4,.555,5.4,3.0,3.1
Justin Holiday\holidju01,10.0,.520,2.1,-1.8,0.1
Justin Holiday\holidju01,11.0,.531,1.3,-0.3,0.6
Justin Holiday\holidju01,8.9,.509,0.8,-3.4,-0.5
John Holland\hollajo02,0.0,,0.0,-5.0,0.0
Rondae Hollis-Jefferson\holliro01,12.5,.464,1.2,-2.6,-0.2
Richaun Holmes\holmeri01,20.7,.647,4.3,0.6,0.8
Rodney Hood\hoodro01,12.3,.545,2.6,-2.0,0.0
Rodney Hood\hoodro01,13.0,.542,1.5,-2.1,0.0
Rodney Hood\hoodro01,10.9,.549,1.1,-2.0,0.0
Al Horford\horfoal01,20.2,.605,7.5,5.1,3.6
Danuel House Jr.\houseda01,12.2,.646,2.3,-0.5,0.4
Dwight Howard\howardw01,17.4,.638,0.6,-3.0,-0.1
Kevin Huerter\huertke01,10.1,.533,1.5,-2.4,-0.2
Isaac Humphries\humphis01,3.4,.357,-0.1,-11.0,-0.1
R.J. Hunter\hunterj01,21.5,.612,0.1,3.6,0.0
Chandler Hutchison\hutchch01,8.8,.507,0.6,-3.9,-0.4
Serge Ibaka\ibakase01,18.7,.582,6.1,0.2,1.2
Andre Iguodala\iguodan01,13.1,.587,4.2,1.8,1.5
Ersan İlyasova\ilyaser01,11.6,.548,3.0,-2.3,-0.1
Joe Ingles\inglejo01,13.4,.581,6.0,1.4,2.2
Andre Ingram\ingraan01,-11.9,.000,-0.1,-19.6,-0.1
Brandon Ingram\ingrabr01,13.4,.555,2.0,-2.0,0.0
Kyrie Irving\irvinky01,24.3,.592,9.1,7.2,5.1
Jonathan Isaac\isaacjo01,13.0,.537,4.0,-0.4,0.8
Wes Iwundu\iwundwe01,8.7,.531,1.9,-3.2,-0.4
Demetrius Jackson\jacksde01,21.0,.656,0.2,4.5,0.1
Frank Jackson\jacksfr01,9.4,.517,0.4,-4.6,-0.8
Jaren Jackson Jr.\jacksja02,16.4,.591,3.3,-0.3,0.7
Josh Jackson\jacksjo02,10.6,.487,-1.7,-4.6,-1.3
Justin Jackson\jacksju01,11.3,.561,2.9,-1.6,0.2
Justin Jackson\jacksju01,10.1,.546,1.6,-1.9,0.0
Justin Jackson\jacksju01,13.9,.584,1.3,-1.0,0.1
Reggie Jackson\jacksre01,15.2,.547,5.0,0.4,1.4
LeBron James\jamesle01,25.6,.588,7.2,8.0,4.9
Amile Jefferson\jeffeam01,21.1,.692,0.4,2.5,0.1
John Jenkins\jenkijo01,9.7,.536,0.2,-3.4,-0.1
John Jenkins\jenkijo01,20.5,1.500,0.1,6.6,0.0
John Jenkins\jenkijo01,9.3,.518,0.2,-3.9,-0.2
Jonas Jerebko\jerebjo01,13.5,.588,3.3,-0.7,0.4
Alize Johnson\johnsal02,6.3,.333,0.0,-7.7,-0.1
Amir Johnson\johnsam01,13.1,.574,1.1,-2.3,0.0
B.J. Johnson\johnsbj01,12.8,.609,0.1,-4.3,0.0
B.J. Johnson\johnsbj01,14.0,.622,0.1,-2.9,0.0
B.J. Johnson\johnsbj01,3.7,.500,0.0,-14.1,0.0
James Johnson\johnsja01,10.9,.522,1.5,-1.2,0.2
Stanley Johnson\johnsst04,9.6,.485,0.5,-2.2,0.0
Stanley Johnson\johnsst04,9.8,.482,0.7,-1.6,0.1
Stanley Johnson\johnsst04,8.9,.496,-0.1,-4.5,-0.2
Tyler Johnson\johnsty01,12.4,.532,2.3,-0.4,0.6
Tyler Johnson\johnsty01,12.3,.540,1.8,-0.1,0.5
