Player,G,MP,FG%,3P%,eFG%,TRB,AST,STL,BLK,PTS
Eric Gordon\gordoer01,27,29.2,.433,.329,.527,2.1,2.6,0.5,0.5,17.8
Devonte' Graham\grahade01,55,30.2,.377,.375,.510,2.7,5.4,0.9,0.1,14.8
Jerami Grant\grantje01,54,33.9,.429,.350,.491,4.6,2.8,0.6,1.1,22.3
Danny Green\greenda02,69,28.0,.412,.405,.573,3.8,1.7,1.3,0.8,9.5
Draymond Green\greendr01,63,31.5,.447,.270,.492,7.1,8.9,1.7,0.8,7.0
JaMychal Green\greenja01,58,19.3,.463,.399,.568,4.8,0.9,0.4,0.4,8.1
Javonte Green\greenja02,41,11.5,.520,.333,.569,1.7,0.4,0.7,0.1,3.6
Javonte Green\greenja02,25,13.8,.549,.318,.599,2.1,0.4,0.7,0.1,4.2
Javonte Green\greenja02,16,8.0,.452,.375,.500,1.2,0.4,0.6,0.3,2.6
Jeff Green\greenje02,68,27.0,.492,.412,.590,3.9,1.6,0.5,0.4,11.0
Josh Green\greenjo02,39,11.4,.452,.160,.473,2.0,0.7,0.4,0.1,2.6
Blake Griffin\griffbl01,46,25.8,.423,.341,.509,4.9,3.0,0.7,0.3,11.0
Blake Griffin\griffbl01,20,31.3,.365,.315,.453,5.2,3.9,0.7,0.1,12.3
Blake Griffin\griffbl01,26,21.5,.492,.383,.574,4.7,2.4,0.7,0.5,10.0
Kyle Guy\guyky01,31,7.6,.330,.283,.403,1.1,1.0,0.2,0.0,2.8
Rui Hachimura\hachiru01,57,31.5,.478,.328,.513,5.5,1.4,0.8,0.1,13.8
Ashton Hagans\haganas01,2,2.0,,,,0.0,0.0,0.0,0.0,0.0
Tyrese Haliburton\halibty01,58,30.1,.472,.409,.569,3.0,5.3,1.3,0.5,13.0
Donta Hall\halldo01,13,13.8,.714,,.714,4.8,0.8,0.4,0.8,5.6
Josh Hall\halljo01,21,16.0,.303,.108,.323,2.8,1.3,0.2,0.0,4.1
R.J. Hampton\hamptrj01,51,17.4,.435,.310,.478,3.5,1.7,0.4,0.2,6.9
R.J. Hampton\hamptrj01,25,9.3,.417,.278,.458,2.0,0.6,0.2,0.1,2.6
R.J. Hampton\hamptrj01,26,25.2,.439,.319,.482,5.0,2.8,0.6,0.3,11.2
Tim Hardaway Jr.\hardati02,70,28.4,.447,.391,.560,3.3,1.8,0.4,0.2,16.6
James Harden\hardeja01,44,36.6,.466,.362,.548,7.9,10.8,1.2,0.8,24.6
James Harden\hardeja01,8,36.3,.444,.347,.537,5.1,10.4,0.9,0.8,24.8
James Harden\hardeja01,36,36.6,.471,.366,.551,8.5,10.9,1.3,0.8,24.6
Maurice Harkless\harklma01,37,20.9,.418,.274,.488,2.4,1.2,0.8,0.5,5.2
Maurice Harkless\harklma01,11,11.3,.385,.455,.577,1.2,0.6,0.2,0.4,1.4
Maurice Harkless\harklma01,26,24.9,.421,.247,.480,2.9,1.4,1.1,0.6,6.9
Jared Harper\harpeja01,8,2.0,.000,.000,.000,0.3,0.1,0.0,0.0,0.4
Montrezl Harrell\harremo01,69,22.9,.622,.000,.622,6.2,1.1,0.7,0.7,13.5
Gary Harris\harriga01,39,27.7,.400,.340,.470,2.0,2.0,0.7,0.3,9.9
Gary Harris\harriga01,19,30.6,.442,.320,.519,2.5,1.7,0.9,0.2,9.7
Gary Harris\harriga01,20,25.0,.365,.364,.429,1.6,2.3,0.6,0.4,10.2
Jalen Harris\harrija01,13,13.2,.500,.472,.618,1.4,1.3,0.6,0.0,7.4
Joe Harris\harrijo01,69,31.0,.505,.475,.654,3.6,1.9,0.7,0.2,14.1
Tobias Harris\harrito02,62,32.5,.512,.394,.556,6.8,3.5,0.9,0.8,19.5
Shaquille Harrison\harrish01,34,9.8,.333,.188,.353,1.4,0.7,0.5,0.1,2.1
Shaquille Harrison\harrish01,17,3.3,.300,.000,.300,0.5,0.5,0.1,0.0,1.0
Shaquille Harrison\harrish01,17,16.3,.345,.214,.371,2.3,0.9,0.9,0.3,3.3
Josh Hart\hartjo01,47,28.7,.439,.326,.531,8.0,2.3,0.8,0.3,9.2
Isaiah Hartenstein\harteis01,46,12.2,.550,.333,.556,3.9,1.2,0.4,0.8,5.1
Isaiah Hartenstein\harteis01,30,9.1,.513,,.513,2.8,0.5,0.4,0.7,3.5
Isaiah Hartenstein\harteis01,16,17.9,.582,.333,.593,6.0,2.5,0.5,1.2,8.3
Udonis Haslem\hasleud01,1,3.0,1.000,,1.000,1.0,0.0,0.0,0.0,4.0
Jaxson Hayes\hayesja02,60,16.1,.625,.429,.636,4.3,0.6,0.4,0.6,7.5
Killian Hayes\hayeski01,26,25.8,.353,.278,.403,2.7,5.3,1.0,0.4,6.8
Gordon Hayward\haywago01,44,34.0,.473,.415,.537,5.9,4.1,1.2,0.3,19.6
Juancho Hernangómez\hernaju01,52,17.3,.435,.327,.527,3.9,0.7,0.4,0.1,7.2
Willy Hernangómez\hernawi01,47,18.0,.563,.100,.565,7.1,1.1,0.5,0.5,7.8
Tyler Herro\herroty01,54,30.3,.439,.360,.516,5.0,3.4,0.6,0.3,15.1
Buddy Hield\hieldbu01,71,34.3,.406,.391,.548,4.7,3.6,0.9,0.4,16.6
George Hill\hillge01,30,22.4,.482,.388,.561,2.0,2.4,0.8,0.2,8.7
George Hill\hillge01,14,26.4,.508,.386,.600,2.1,3.1,0.9,0.1,11.8
George Hill\hillge01,16,18.9,.442,.391,.500,2.0,1.9,0.7,0.2,6.0
Solomon Hill\hillso01,71,21.3,.359,.321,.473,3.0,1.1,0.7,0.2,4.5
Nate Hinton\hintona01,21,4.4,.357,.211,.405,0.4,0.4,0.3,0.1,2.0
Jaylen Hoard\hoardja01,19,16.8,.500,.000,.500,3.4,1.3,0.7,0.3,6.1
Aaron Holiday\holidaa01,66,17.8,.390,.368,.467,1.3,1.9,0.7,0.2,7.2
Jrue Holiday\holidjr01,59,32.3,.503,.392,.570,4.5,6.1,1.6,0.6,17.7
Justin Holiday\holidju01,72,30.3,.413,.382,.551,3.6,1.7,1.0,0.6,10.5
Rondae Hollis-Jefferson\holliro01,11,9.7,.500,.000,.500,2.4,1.2,0.2,0.4,2.5
Richaun Holmes\holmeri01,61,29.2,.637,.182,.638,8.3,1.7,0.6,1.6,14.2
Rodney Hood\hoodro01,55,17.1,.362,.301,.427,1.9,1.0,0.4,0.1,4.5
Rodney Hood\hoodro01,38,19.1,.363,.298,.425,1.9,1.2,0.5,0.1,4.7
Rodney Hood\hoodro01,17,12.7,.356,.310,.432,1.8,0.4,0.2,0.2,3.9
Al Horford\horfoal01,28,27.9,.450,.368,.528,6.7,3.4,0.9,0.9,14.2
Talen Horton-Tucker\hortota01,65,20.1,.458,.282,.496,2.6,2.8,1.0,0.3,9.0
Danuel House Jr.\houseda01,36,25.9,.404,.346,.504,3.7,1.9,0.6,0.4,8.8
Dwight Howard\howardw01,69,17.3,.587,.250,.596,8.4,0.9,0.4,0.9,7.0
Markus Howard\howarma02,37,5.5,.377,.277,.462,0.6,0.5,0.1,0.0,2.8
Kevin Huerter\huertke01,69,30.8,.432,.363,.528,3.3,3.5,1.2,0.3,11.9
Elijah Hughes\hugheel01,18,3.6,.333,.348,.467,0.5,0.3,0.1,0.1,1.7
De'Andre Hunter\huntede01,23,29.5,.484,.326,.546,4.8,1.9,0.8,0.5,15.0
Chandler Hutchison\hutchch01,25,13.8,.379,.364,.417,3.1,0.7,0.5,0.2,4.3
Chandler Hutchison\hutchch01,7,9.1,.278,.333,.306,2.9,0.6,0.1,0.0,1.9
Chandler Hutchison\hutchch01,18,15.7,.400,.368,.441,3.2,0.7,0.6,0.3,5.2
Serge Ibaka\ibakase01,41,23.3,.510,.339,.563,6.7,1.8,0.2,1.1,11.1
Andre Iguodala\iguodan01,63,21.3,.383,.330,.504,3.5,2.3,0.9,0.6,4.4
Ersan İlyasova\ilyaser01,17,8.7,.389,.439,.556,1.7,0.2,0.6,0.2,3.8
Joe Ingles\inglejo01,67,27.9,.489,.451,.652,3.6,4.7,0.7,0.2,12.1
Brandon Ingram\ingrabr01,61,34.3,.466,.381,.531,4.9,4.9,0.7,0.6,23.8
Kyrie Irving\irvinky01,54,34.9,.506,.402,.576,4.8,6.0,1.4,0.7,26.9
Wes Iwundu\iwundwe01,41,13.1,.333,.122,.358,2.2,0.4,0.4,0.1,2.4
Wes Iwundu\iwundwe01,23,12.5,.327,.130,.356,1.9,0.4,0.4,0.1,2.1
Wes Iwundu\iwundwe01,18,13.9,.340,.111,.360,2.6,0.4,0.3,0.1,2.8
Frank Jackson\jacksfr01,40,18.5,.457,.407,.561,2.2,0.9,0.4,0.0,9.8
Jaren Jackson Jr.\jacksja02,11,23.5,.424,.283,.492,5.6,1.1,1.1,1.6,14.4
Josh Jackson\jacksjo02,62,25.2,.419,.300,.473,4.1,2.3,0.9,0.8,13.4
Justin Jackson\jacksju01,34,17.0,.403,.308,.484,2.3,1.5,0.4,0.1,7.2
Justin Jackson\jacksju01,33,16.5,.406,.306,.486,2.2,1.5,0.5,0.1,7.2
Justin Jackson\jacksju01,1,33.0,.333,.333,.444,6.0,1.0,0.0,0.0,9.0
Reggie Jackson\jacksre01,67,23.0,.450,.433,.554,2.9,3.1,0.6,0.1,10.7
Justin James\jamesju01,36,8.6,.468,.368,.532,0.8,0.6,0.2,0.1,3.9
LeBron James\jamesle01,45,33.4,.513,.365,.576,7.7,7.8,1.1,0.6,25.0
Mike James\jamesmi02,13,18.2,.370,.355,.429,2.5,4.2,0.5,0.1,7.7
DaQuan Jeffries\jeffrda01,31,15.9,.417,.299,.500,2.3,0.7,0.5,0.3,4.1
DaQuan Jeffries\jeffrda01,18,12.9,.421,.321,.500,1.6,0.3,0.4,0.2,3.5
DaQuan Jeffries\jeffrda01,13,20.1,.413,.282,.500,3.2,1.2,0.6,0.5,4.9
Ty Jerome\jeromty01,33,23.9,.446,.423,.570,2.8,3.6,0.6,0.2,10.7
Isaiah Joe\joeis01,41,9.3,.361,.368,.508,0.9,0.5,0.3,0.1,3.7
Alize Johnson\johnsal02,18,10.5,.588,.167,.596,5.0,0.8,0.3,0.3,5.2
Cameron Johnson\johnsca02,60,24.0,.420,.349,.541,3.3,1.4,0.6,0.3,9.6
James Johnson\johnsja01,51,20.5,.446,.258,.494,3.5,1.9,0.8,0.8,7.2
James Johnson\johnsja01,29,17.4,.462,.250,.514,3.0,1.7,0.8,0.8,5.7
James Johnson\johnsja01,22,24.5,.434,.267,.478,4.1,2.2,0.8,0.9,9.2
Keldon Johnson\johnske04,69,28.5,.479,.331,.522,6.0,1.8,0.6,0.3,12.8
Stanley Johnson\johnsst04,61,16.5,.382,.328,.479,2.5,1.5,0.9,0.3,4.4
Tyler Johnson\johnsty01,39,17.5,.393,.364,.525,2.0,1.2,0.4,0.0,5.4
Nikola Jokić\jokicni01,72,34.6,.566,.388,.602,10.8,8.3,1.3,0.7,26.4
Damian Jones\jonesda03,39,14.0,.680,.200,.684,3.1,0.7,0.3,0.7,4.7
Damian Jones\jonesda03,14,6.7,.500,.000,.500,1.3,0.3,0.1,0.4,1.6
Damian Jones\jonesda03,8,14.0,.941,,.941,3.3,0.1,0.1,0.9,5.4
Damian Jones\jonesda03,17,20.1,.657,.250,.664,4.5,1.4,0.5,1.0,6.9
Derrick Jones Jr.\jonesde02,58,22.7,.484,.316,.554,3.5,0.8,0.6,0.9,6.8
Mason Jones\jonesma05,32,10.4,.423,.364,.520,1.7,1.3,0.2,0.0,5.3
Mason Jones\jonesma05,26,11.8,.412,.359,.513,2.0,1.5,0.2,0.0,5.8
Mason Jones\jonesma05,6,4.5,.556,.500,.611,0.7,0.5,0.2,0.0,2.7
Tre Jones\jonestr01,37,7.3,.474,.600,.494,0.6,1.1,0.2,0.0,2.5
Tyus Jones\jonesty01,70,17.5,.431,.321,.485,2.0,3.7,0.9,0.1,6.3
DeAndre Jordan\jordade01,57,21.9,.763,.000,.763,7.5,1.6,0.3,1.1,7.5
Cory Joseph\josepco01,63,23.0,.469,.341,.522,2.5,3.4,1.0,0.3,8.2
Cory Joseph\josepco01,44,21.5,.444,.330,.506,2.3,2.5,0.9,0.2,6.6
Cory Joseph\josepco01,19,26.4,.506,.368,.545,3.2,5.5,1.2,0.5,12.0
Mfiondu Kabengele\kabenmf01,39,7.2,.371,.260,.444,1.5,0.4,0.2,0.3,2.4
Mfiondu Kabengele\kabenmf01,23,4.1,.281,.222,.344,0.6,0.2,0.1,0.1,1.2
Mfiondu Kabengele\kabenmf01,16,11.6,.421,.281,.500,2.9,0.8,0.4,0.6,4.3
Frank Kaminsky\kaminfr01,47,15.2,.471,.365,.531,4.0,1.7,0.3,0.4,6.6
Luke Kennard\kennalu01,63,19.6,.476,.446,.597,2.6,1.7,0.4,0.1,8.3
Louis King\kinglo02,6,14.2,.500,.364,.559,3.0,1.5,1.2,0.5,7.3
Maxi Kleber\klebima01,50,26.8,.422,.410,.580,5.2,1.4,0.5,0.7,7.1
Nathan Knight\knighna01,33,8.5,.370,.182,.400,2.2,0.2,0.3,0.3,3.8
Kevin Knox\knoxke01,42,11.0,.392,.393,.514,1.5,0.5,0.3,0.1,3.9
John Konchar\konchjo01,43,13.4,.500,.375,.576,3.0,1.1,0.7,0.2,4.3
Furkan Korkmaz\korkmfu01,55,19.3,.401,.375,.520,2.1,1.5,0.9,0.2,9.1
Luke Kornet\kornelu01,31,11.2,.436,.254,.510,2.2,0.8,0.1,1.0,3.4
Luke Kornet\kornelu01,13,7.2,.333,.261,.444,1.2,0.3,0.2,0.5,2.0
Luke Kornet\kornelu01,18,14.1,.473,.250,.534,2.9,1.1,0.1,1.4,4.4
Rodions Kurucs\kurucro01,21,6.0,.344,.286,.438,1.1,0.5,0.4,0.2,1.5
Rodions Kurucs\kurucro01,5,3.2,.333,.500,.500,0.6,0.4,0.0,0.0,0.6
Rodions Kurucs\kurucro01,11,6.8,.238,.133,.286,1.0,0.4,0.5,0.4,1.2
Rodions Kurucs\kurucro01,5,6.8,.625,.750,.813,1.8,0.8,0.6,0.0,3.0
Kyle Kuzma\kuzmaky01,68,28.7,.443,.361,.533,6.1,1.9,0.5,0.6,12.9
Anthony Lamb\lamban01,24,17.3,.390,.324,.487,2.9,1.0,0.3,0.2,5.5
Jeremy Lamb\lambje01,36,21.3,.435,.406,.529,3.6,1.5,0.9,0.6,10.1
Romeo Langford\langfro01,18,15.7,.356,.278,.398,1.9,0.7,0.3,0.3,3.1
Zach LaVine\lavinza01,58,35.1,.507,.419,.596,5.0,4.9,0.8,0.5,27.4
Jake Layman\laymaja01,45,13.9,.495,.295,.557,1.5,0.6,0.6,0.4,5.1
T.J. Leaf\leaftj01,7,5.0,.500,,.500,0.7,0.1,0.3,0.1,1.7
Jalen Lecque\lecquja01,4,3.0,.111,.000,.111,1.3,0.5,0.0,0.0,1.3
Damion Lee\leeda03,57,18.9,.467,.397,.608,3.2,1.3,0.7,0.1,6.5
Saben Lee\leesa01,48,16.3,.471,.348,.490,2.0,3.6,0.7,0.3,5.6
Alex Len\lenal01,64,15.3,.615,.320,.629,4.1,0.8,0.3,1.0,6.6
Alex Len\lenal01,7,10.9,.500,.500,.650,1.6,0.4,0.1,0.9,2.3
Alex Len\lenal01,57,15.8,.619,.263,.629,4.4,0.8,0.3,1.0,7.1
Kawhi Leonard\leonaka01,52,34.1,.512,.398,.568,6.5,5.2,1.6,0.4,24.8
Meyers Leonard\leoname01,3,9.7,.429,.429,.643,2.3,0.7,0.0,0.0,3.3
Caris LeVert\leverca01,47,31.6,.441,.326,.493,4.6,5.2,1.4,0.6,20.2
Caris LeVert\leverca01,12,27.8,.435,.349,.490,4.3,6.0,1.1,0.5,18.5
Caris LeVert\leverca01,35,32.9,.443,.318,.493,4.6,4.9,1.5,0.7,20.7
Kira Lewis Jr.\lewiski01,54,16.7,.386,.333,.445,1.3,2.3,0.7,0.2,6.4
Damian Lillard\lillada01,67,35.8,.451,.391,.554,4.2,7.5,0.9,0.3,28.8
Nassir Little\littlna01,48,13.3,.467,.350,.551,2.7,0.5,0.1,0.3,4.6
Kevon Looney\looneke01,61,19.0,.548,.235,.558,5.3,2.0,0.3,0.4,4.1
Brook Lopez\lopezbr01,70,27.2,.503,.338,.577,5.0,0.7,0.6,1.5,12.3
Robin Lopez\lopezro01,71,19.1,.633,.278,.639,3.8,0.8,0.2,0.6,9.0
Didi Louzada\louzama01,3,18.7,.231,.250,.308,1.0,1.0,0.7,0.0,2.7
Kevin Love\loveke01,25,24.9,.409,.365,.522,7.4,2.5,0.6,0.1,12.2
Kyle Lowry\lowryky01,46,34.8,.436,.396,.546,5.4,7.3,1.0,0.3,17.2
Timothé Luwawu-Cabarrot\luwawti01,58,18.1,.365,.314,.471,2.2,1.2,0.6,0.1,6.4
Trey Lyles\lylestr01,23,15.6,.478,.350,.556,3.7,0.6,0.3,0.0,5.0
Will Magnay\magnawi01,1,3.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0
Thon Maker\makerth01,8,9.5,.556,.000,.556,2.3,0.5,0.3,0.5,3.8
Théo Maledon\maledth01,65,27.4,.368,.335,.454,3.2,3.5,0.9,0.2,10.1
Karim Mané\maneka01,10,8.8,.231,.500,.269,1.4,0.4,0.0,0.2,1.1
Terance Mann\mannte01,67,18.9,.509,.418,.563,3.6,1.6,0.4,0.2,7.0
Nico Mannion\mannini01,30,12.1,.342,.367,.439,1.5,2.3,0.5,0.0,4.1
Boban Marjanović\marjabo01,33,8.2,.508,.125,.512,3.9,0.3,0.1,0.2,4.7
Lauri Markkanen\markkla01,51,25.8,.480,.402,.594,5.3,0.9,0.5,0.3,13.6
Naji Marshall\marshna01,32,21.9,.392,.349,.462,4.6,2.8,0.8,0.3,7.7
Caleb Martin\martica02,53,15.4,.375,.248,.436,2.7,1.3,0.7,0.2,5.0
Cody Martin\martico01,52,16.3,.441,.276,.484,3.1,1.7,0.7,0.2,4.0
Jeremiah Martin\martije02,9,8.3,.273,.250,.318,0.8,0.4,0.6,0.2,2.4
Kelan Martin\martike03,35,9.2,.449,.400,.536,2.2,0.5,0.3,0.3,4.5
Kenyon Martin Jr.\martike04,45,23.7,.509,.365,.564,5.4,1.1,0.7,0.9,9.3
Frank Mason III\masonfr01,4,19.8,.375,.400,.417,3.0,3.0,0.0,0.0,6.3
Garrison Mathews\mathega01,64,16.2,.409,.384,.570,1.4,0.4,0.5,0.1,5.5
Dakota Mathias\mathida01,8,15.4,.396,.308,.479,0.9,1.6,0.1,0.4,6.0
Wesley Matthews\matthwe02,58,19.5,.353,.335,.484,1.6,0.9,0.7,0.3,4.8
Tyrese Maxey\maxeyty01,61,15.3,.462,.301,.498,1.7,2.0,0.4,0.2,8.0
Skylar Mays\mayssk01,33,8.2,.449,.350,.520,1.1,0.9,0.4,0.1,3.8
Patrick McCaw\mccawpa01,5,6.6,1.000,,1.000,0.6,0.8,0.4,0.0,1.0
CJ McCollum\mccolcj01,47,34.0,.458,.402,.554,3.9,4.7,0.9,0.4,23.1
T.J. McConnell\mccontj01,69,26.0,.559,.313,.574,3.7,6.6,1.9,0.3,8.6
Jaden McDaniels\mcdanja02,63,24.0,.447,.364,.545,3.7,1.1,0.6,1.0,6.8
Jalen McDaniels\mcdanja01,47,19.2,.468,.333,.530,3.6,1.1,0.6,0.4,7.4
Doug McDermott\mcderdo01,66,24.5,.532,.388,.616,3.3,1.3,0.3,0.1,13.6
Sean McDermott\mcderse01,18,8.8,.394,.227,.470,1.1,0.2,0.1,0.2,2.2
JaVale McGee\mcgeeja01,46,14.7,.511,.208,.520,5.2,0.8,0.4,1.2,7.3
JaVale McGee\mcgeeja01,33,15.2,.521,.250,.533,5.2,1.0,0.5,1.2,8.0
JaVale McGee\mcgeeja01,13,13.5,.478,.000,.478,5.3,0.5,0.2,1.1,5.5
Rodney McGruder\mcgruro01,16,12.1,.529,.458,.607,1.4,1.0,0.5,0.1,5.7
Alfonzo McKinnie\mckinal01,39,6.6,.516,.410,.602,1.4,0.2,0.2,0.0,3.1
Jordan McLaughlin\mclaujo01,51,18.4,.413,.359,.481,2.1,3.8,1.0,0.1,5.0
Ben McLemore\mclembe01,53,17.1,.370,.346,.503,1.9,0.7,0.4,0.2,7.7
Ben McLemore\mclembe01,32,16.8,.357,.331,.480,2.1,0.9,0.6,0.1,7.4
Ben McLemore\mclembe01,21,17.5,.390,.368,.539,1.6,0.5,0.1,0.3,8.0
Nicolò Melli\mellini01,45,12.6,.326,.271,.408,2.7,1.0,0.3,0.1,3.0
Nicolò Melli\mellini01,22,11.0,.254,.189,.314,2.6,1.1,0.4,0.0,2.0
Nicolò Melli\mellini01,23,14.1,.378,.333,.476,2.8,0.8,0.2,0.1,4.0
De'Anthony Melton\meltode01,52,20.1,.438,.412,.548,3.1,2.5,1.2,0.6,9.1
Sam Merrill\merrisa01,30,7.8,.444,.447,.590,1.0,0.7,0.3,0.0,3.0
Chimezie Metu\metuch01,36,13.6,.508,.351,.545,3.1,0.8,0.4,0.5,6.3
Khris Middleton\middlkh01,68,33.4,.476,.414,.546,6.0,5.4,1.1,0.1,20.4
Darius Miller\milleda01,18,10.9,.458,.405,.635,1.3,1.2,0.7,0.3,4.1
Patty Mills\millspa02,68,24.8,.412,.375,.544,1.7,2.4,0.6,0.0,10.8
Paul Millsap\millspa01,56,20.8,.476,.343,.537,4.7,1.8,0.9,0.6,9.0
Shake Milton\miltosh01,63,23.2,.450,.350,.503,2.3,3.1,0.6,0.3,13.0
Donovan Mitchell\mitchdo01,53,33.4,.438,.386,.520,4.4,5.2,1.0,0.3,26.4
Adam Mokoka\mokokad01,14,4.0,.368,.100,.395,0.4,0.4,0.1,0.1,1.1
Malik Monk\monkma01,42,20.9,.434,.401,.540,2.4,2.1,0.5,0.1,11.7
E'Twaun Moore\mooreet01,27,14.4,.455,.314,.500,1.7,1.5,0.6,0.2,4.9
Ja Morant\moranja01,63,32.6,.449,.303,.487,4.0,7.4,0.9,0.2,19.1
Juwan Morgan\morgaju01,29,5.1,.467,.308,.533,1.0,0.3,0.1,0.0,1.2
Marcus Morris\morrima03,57,26.4,.473,.473,.592,4.1,1.0,0.6,0.3,13.4
Markieff Morris\morrima02,61,19.7,.405,.311,.491,4.4,1.2,0.4,0.3,6.7
Monte Morris\morrimo01,47,25.4,.481,.381,.547,2.0,3.2,0.7,0.3,10.2
Mychal Mulder\muldemy01,60,12.8,.449,.397,.609,1.0,0.4,0.2,0.2,5.6
Dejounte Murray\murrade01,67,31.9,.453,.317,.485,7.1,5.4,1.5,0.1,15.7
Jamal Murray\murraja01,48,35.5,.477,.408,.559,4.0,4.8,1.3,0.3,21.2
Mike Muscala\muscami01,35,18.4,.446,.370,.573,3.8,0.8,0.2,0.3,9.7
Svi Mykhailiuk\mykhasv01,66,20.1,.411,.334,.515,2.5,1.7,0.8,0.2,8.5
Svi Mykhailiuk\mykhasv01,36,17.6,.377,.333,.504,2.1,1.6,0.8,0.2,6.9
Svi Mykhailiuk\mykhasv01,30,23.0,.438,.336,.523,3.0,1.8,0.8,0.2,10.3
Abdel Nader\naderab01,24,14.8,.491,.419,.569,2.6,0.8,0.4,0.4,6.7
