Player,G,MP,FG%,3P%,eFG%,TRB,AST,STL,BLK,PTS
Larry Nance Jr.\nancela02,35,31.2,.471,.360,.546,6.7,3.1,1.7,0.5,9.3
Aaron Nesmith\nesmiaa01,46,14.5,.438,.370,.551,2.8,0.5,0.3,0.2,4.7
Raul Neto\netora01,64,21.9,.468,.390,.539,2.4,2.3,1.1,0.1,8.7
Georges Niang\niangge01,72,16.0,.437,.425,.590,2.4,0.8,0.3,0.1,6.9
Zeke Nnaji\nnajize01,42,9.5,.481,.407,.596,1.5,0.2,0.2,0.1,3.2
Nerlens Noel\noelne01,64,24.2,.614,.000,.614,6.4,0.7,1.1,2.2,5.1
Jaylen Nowell\nowelja01,42,18.1,.424,.333,.499,2.3,1.5,0.5,0.3,9.0
Frank Ntilikina\ntilila01,33,9.8,.367,.479,.513,0.9,0.6,0.5,0.1,2.7
Kendrick Nunn\nunnke01,56,29.5,.485,.381,.578,3.2,2.6,0.9,0.3,14.6
James Nunnally\nunnaja01,9,5.3,.385,.333,.538,1.0,0.3,0.0,0.0,1.7
Jusuf Nurkić\nurkiju01,37,23.8,.514,.400,.532,9.0,3.4,1.0,1.1,11.5
David Nwaba\nwabada01,30,22.6,.486,.270,.525,3.9,1.0,1.0,0.7,9.2
Jordan Nwora\nworajo01,30,9.1,.459,.452,.563,2.0,0.2,0.5,0.2,5.7
Royce O'Neale\onealro01,71,31.6,.444,.385,.580,6.8,2.5,0.8,0.5,7.0
Semi Ojeleye\ojelese01,56,17.0,.403,.367,.534,2.6,0.7,0.3,0.0,4.6
Jahlil Okafor\okafoja01,27,12.9,.618,.222,.627,2.4,0.5,0.2,0.2,5.4
Chuma Okeke\okekech01,45,25.2,.417,.348,.492,4.0,2.2,1.1,0.5,7.8
Josh Okogie\okogijo01,59,20.3,.402,.269,.459,2.6,1.1,0.9,0.5,5.4
Onyeka Okongwu\okongon01,50,12.0,.644,.000,.644,3.3,0.4,0.5,0.7,4.6
Isaac Okoro\okorois01,67,32.4,.420,.290,.476,3.1,1.9,0.9,0.4,9.6
KZ Okpala\okpalkz01,37,12.1,.375,.240,.438,1.8,0.5,0.3,0.3,2.5
Victor Oladipo\oladivi01,33,32.7,.408,.326,.476,4.8,4.6,1.4,0.4,19.8
Victor Oladipo\oladivi01,9,33.3,.421,.362,.503,5.7,4.2,1.7,0.2,20.0
Victor Oladipo\oladivi01,20,33.5,.407,.320,.471,4.8,5.0,1.2,0.5,21.2
Victor Oladipo\oladivi01,4,27.8,.372,.235,.419,3.5,3.5,1.8,0.5,12.0
Cameron Oliver\oliveca01,4,21.8,.576,.308,.636,5.3,1.3,0.5,1.0,10.8
Kelly Olynyk\olynyke01,70,28.5,.484,.342,.574,7.0,2.9,1.1,0.6,13.5
Kelly Olynyk\olynyke01,43,26.9,.431,.317,.533,6.1,2.1,0.9,0.6,10.0
Kelly Olynyk\olynyke01,27,31.1,.545,.392,.621,8.4,4.1,1.4,0.6,19.0
Miye Oni\onimi01,54,9.6,.354,.341,.505,1.6,0.5,0.2,0.1,1.9
Cedi Osman\osmande01,59,25.6,.374,.306,.458,3.4,2.9,0.9,0.2,10.4
Daniel Oturu\oturuda01,30,5.4,.423,.200,.433,1.6,0.3,0.1,0.2,1.8
Kelly Oubre Jr.\oubreke01,55,30.7,.439,.316,.501,6.0,1.3,1.0,0.8,15.4
Jabari Parker\parkeja01,13,12.7,.545,.182,.564,3.2,0.8,0.1,0.4,5.5
Jabari Parker\parkeja01,3,9.0,.571,.000,.571,2.0,0.3,0.0,0.3,2.7
Jabari Parker\parkeja01,10,13.8,.542,.200,.563,3.6,1.0,0.1,0.4,6.4
Eric Paschall\pascher01,40,17.4,.497,.333,.527,3.2,1.3,0.3,0.2,9.5
Anžejs Pasečņiks\pasecan01,1,6.0,.000,.000,.000,1.0,1.0,0.0,0.0,0.0
Patrick Patterson\pattepa01,38,15.3,.436,.357,.558,2.0,0.8,0.4,0.2,5.2
Justin Patton\pattoju01,13,19.0,.414,.265,.479,3.8,1.1,0.9,1.1,5.4
Chris Paul\paulch01,70,31.4,.499,.395,.557,4.5,8.9,1.4,0.3,16.4
Cameron Payne\payneca01,60,18.0,.484,.440,.576,2.4,3.6,0.6,0.3,8.4
Elfrid Payton\paytoel01,63,23.6,.432,.286,.455,3.4,3.2,0.7,0.1,10.1
Gary Payton II\paytoga02,10,4.0,.769,.500,.846,1.1,0.1,0.6,0.1,2.5
Norvel Pelle\pelleno01,13,6.5,.533,,.533,1.5,0.2,0.1,0.7,1.5
Norvel Pelle\pelleno01,3,9.3,.429,,.429,2.3,0.0,0.0,1.0,2.0
Norvel Pelle\pelleno01,1,4.0,.000,,.000,1.0,1.0,0.0,0.0,3.0
Norvel Pelle\pelleno01,9,5.8,.714,,.714,1.2,0.1,0.1,0.7,1.2
Reggie Perry\perryre01,26,8.1,.410,.190,.436,2.8,0.5,0.2,0.2,3.0
Theo Pinson\pinsoth01,17,2.0,.111,.000,.111,0.3,0.1,0.0,0.0,0.1
Mason Plumlee\plumlma01,56,26.8,.614,.000,.614,9.3,3.6,0.8,0.9,10.4
Jakob Poeltl\poeltja01,69,26.7,.616,,.616,7.9,1.9,0.7,1.8,8.6
Vincent Poirier\poirivi01,10,3.9,.250,.000,.250,1.4,0.2,0.0,0.3,0.8
Aleksej Pokusevski\pokusal01,45,24.2,.341,.280,.412,4.7,2.2,0.4,0.9,8.2
Jordan Poole\poolejo01,51,19.4,.432,.351,.535,1.8,1.9,0.5,0.2,12.0
Jontay Porter\portejo01,11,4.9,.533,.375,.633,1.3,0.1,0.3,0.1,2.0
Kevin Porter Jr.\porteke02,26,32.1,.425,.311,.493,3.8,6.3,0.7,0.3,16.6
Michael Porter Jr.\portemi01,61,31.3,.542,.445,.646,7.3,1.1,0.7,0.9,19.0
Otto Porter Jr.\porteot01,28,21.6,.432,.375,.518,5.4,2.0,0.6,0.1,9.7
Otto Porter Jr.\porteot01,25,21.6,.441,.400,.535,5.5,2.0,0.5,0.2,9.9
Otto Porter Jr.\porteot01,3,22.0,.360,.111,.380,4.7,1.7,1.3,0.0,8.0
Bobby Portis\portibo01,66,20.8,.523,.471,.585,7.1,1.1,0.8,0.4,11.4
Kristaps Porziņģis\porzikr01,43,30.9,.476,.376,.547,8.9,1.6,0.5,1.3,20.1
Dwight Powell\poweldw01,58,16.7,.619,.238,.631,4.0,1.1,0.6,0.5,5.9
Norman Powell\powelno01,69,32.0,.477,.411,.570,3.1,1.9,1.2,0.3,18.6
Norman Powell\powelno01,42,30.4,.498,.439,.602,3.0,1.8,1.1,0.2,19.6
Norman Powell\powelno01,27,34.4,.443,.361,.518,3.3,1.9,1.3,0.4,17.0
Taurean Prince\princta02,41,22.1,.401,.400,.495,3.5,1.9,0.7,0.6,9.5
Taurean Prince\princta02,12,18.2,.405,.351,.493,2.8,0.6,0.7,0.7,8.1
Taurean Prince\princta02,29,23.7,.399,.415,.496,3.7,2.4,0.7,0.5,10.1
Payton Pritchard\pritcpa01,66,19.2,.440,.411,.562,2.4,1.8,0.6,0.1,7.7
Immanuel Quickley\quickim01,64,19.4,.395,.389,.497,2.1,2.0,0.5,0.2,11.4
Jahmi'us Ramsey\ramseja01,13,7.2,.395,.263,.461,0.8,0.5,0.3,0.1,3.1
Chasson Randle\randlch01,41,20.4,.388,.338,.481,2.0,1.8,0.5,0.1,6.5
Julius Randle\randlju01,71,37.6,.456,.411,.516,10.2,6.0,0.9,0.3,24.1
Cam Reddish\reddica01,26,28.8,.365,.262,.428,4.0,1.3,1.3,0.3,11.2
J.J. Redick\redicjj01,44,16.4,.397,.371,.521,1.5,1.2,0.3,0.1,7.4
J.J. Redick\redicjj01,31,18.6,.407,.364,.526,1.7,1.3,0.3,0.1,8.7
J.J. Redick\redicjj01,13,11.3,.358,.395,.500,0.9,0.8,0.2,0.1,4.4
Paul Reed\reedpa01,26,6.8,.538,.000,.538,2.3,0.5,0.4,0.5,3.4
Naz Reid\reidna01,70,19.2,.523,.351,.576,4.6,1.0,0.5,1.1,11.2
Cameron Reynolds\reynoca01,5,8.0,.333,.250,.417,1.0,0.4,0.0,0.0,3.0
Cameron Reynolds\reynoca01,3,2.0,.500,,.500,0.0,0.0,0.0,0.0,0.7
Cameron Reynolds\reynoca01,2,17.0,.313,.250,.406,2.5,1.0,0.0,0.0,6.5
Nick Richards\richani01,18,3.5,.444,.000,.444,0.6,0.1,0.0,0.0,0.8
Josh Richardson\richajo01,59,30.3,.427,.330,.498,3.3,2.6,1.0,0.4,12.1
Grant Riller\rillegr01,7,3.9,.667,.500,.750,0.1,0.4,0.1,0.0,2.6
Austin Rivers\riverau01,36,23.5,.424,.369,.537,2.3,2.3,0.8,0.1,7.9
Austin Rivers\riverau01,21,21.0,.430,.364,.533,2.2,2.0,0.6,0.0,7.3
Austin Rivers\riverau01,15,26.9,.418,.375,.541,2.3,2.6,1.2,0.1,8.7
Andre Roberson\roberan03,5,12.6,.143,.125,.179,3.0,0.8,0.6,0.2,1.2
Duncan Robinson\robindu01,72,31.4,.439,.408,.614,3.5,1.8,0.6,0.3,13.1
Glenn Robinson III\robingl02,23,16.0,.424,.364,.505,2.0,0.9,0.2,0.1,5.3
Jerome Robinson\robinje01,17,17.9,.295,.262,.353,2.2,1.5,0.7,0.4,4.9
Justin Robinson\robinju01,9,9.8,.333,.286,.429,0.8,1.0,0.3,0.0,2.3
Mitchell Robinson\robinmi01,31,27.5,.653,,.653,8.1,0.5,1.1,1.5,8.3
Isaiah Roby\robyis01,61,23.4,.483,.294,.520,5.6,1.8,0.9,0.6,8.7
Rajon Rondo\rondora01,45,17.1,.442,.404,.526,2.4,4.4,0.8,0.1,5.4
Rajon Rondo\rondora01,27,14.9,.400,.378,.477,2.0,3.5,0.7,0.1,3.9
Rajon Rondo\rondora01,18,20.4,.486,.432,.576,3.1,5.8,1.0,0.1,7.6
Derrick Rose\rosede01,50,25.6,.470,.388,.511,2.6,4.2,1.0,0.4,14.7
Derrick Rose\rosede01,15,22.8,.429,.333,.465,1.9,4.2,1.2,0.3,14.2
Derrick Rose\rosede01,35,26.8,.487,.411,.530,2.9,4.2,0.9,0.4,14.9
Terrence Ross\rosste01,46,29.3,.412,.337,.485,3.4,2.3,1.0,0.5,15.6
Terry Rozier\roziete01,69,34.5,.450,.389,.548,4.4,4.2,1.3,0.4,20.4
Ricky Rubio\rubiori01,68,26.1,.388,.308,.454,3.3,6.4,1.4,0.1,8.6
D'Angelo Russell\russeda01,42,28.5,.431,.387,.523,2.6,5.8,1.1,0.4,19.0
Domantas Sabonis\sabondo01,62,36.0,.535,.321,.564,12.0,6.7,1.2,0.5,20.3
Luka Šamanić\samanlu01,33,9.3,.448,.279,.505,2.1,0.5,0.2,0.2,3.7
JaKarr Sampson\sampsja02,29,10.9,.496,.200,.509,2.7,0.1,0.1,0.5,4.6
Dario Šarić\saricda01,50,17.4,.447,.348,.516,3.8,1.3,0.6,0.1,8.7
Tomáš Satoranský\satorto01,58,22.5,.514,.356,.578,2.4,4.7,0.7,0.2,7.7
Dennis Schröder\schrode01,61,32.1,.437,.335,.484,3.5,5.8,1.1,0.2,15.4
Mike Scott\scottmi01,51,16.7,.360,.342,.486,2.4,0.8,0.5,0.3,4.2
Jay Scrubb\scrubja01,4,21.0,.389,.222,.417,3.5,0.3,1.0,0.0,8.8
Collin Sexton\sextoco01,60,35.3,.475,.371,.519,3.1,4.4,1.0,0.2,24.3
Landry Shamet\shamela01,61,23.0,.408,.387,.549,1.8,1.6,0.5,0.2,9.3
Iman Shumpert\shumpim01,2,5.5,.250,.000,.250,0.5,0.0,0.5,0.0,1.0
Pascal Siakam\siakapa01,56,35.8,.455,.297,.493,7.2,4.5,1.1,0.7,21.4
Chris Silva\silvach01,15,6.1,.625,1.000,.656,1.8,0.4,0.1,0.4,2.1
Chris Silva\silvach01,11,7.5,.692,1.000,.731,2.3,0.5,0.1,0.5,2.7
Chris Silva\silvach01,4,2.3,.333,,.333,0.5,0.0,0.0,0.3,0.5
Ben Simmons\simmobe01,58,32.4,.557,.300,.560,7.2,6.9,1.6,0.6,14.3
Anfernee Simons\simonan01,64,17.3,.419,.426,.569,2.2,1.4,0.3,0.1,7.8
Deividas Sirvydis\sirvyde01,20,6.7,.350,.357,.475,1.5,0.3,0.1,0.0,2.1
Alen Smailagić\smailal01,15,5.6,.407,.400,.481,1.1,0.3,0.2,0.3,1.9
Marcus Smart\smartma01,48,32.9,.398,.330,.489,3.5,5.7,1.5,0.5,13.1
Dennis Smith Jr.\smithde03,23,18.3,.400,.328,.466,2.4,3.3,1.0,0.6,6.7
Dennis Smith Jr.\smithde03,3,9.3,.200,.000,.200,0.7,1.0,1.0,0.0,3.0
Dennis Smith Jr.\smithde03,20,19.6,.415,.352,.485,2.7,3.7,1.0,0.7,7.3
Ish Smith\smithis01,44,21.0,.434,.367,.465,3.4,3.9,0.7,0.3,6.7
Jalen Smith\smithja04,27,5.8,.440,.235,.480,1.4,0.1,0.0,0.2,2.0
Tony Snell\snellto01,47,21.1,.515,.569,.696,2.4,1.3,0.3,0.2,5.3
Ray Spalding\spaldra01,2,9.5,.500,.000,.500,2.0,0.0,0.0,1.0,2.0
Cassius Stanley\stanlca01,24,3.9,.302,.231,.337,0.8,0.0,0.0,0.1,1.5
Lamar Stevens\stevela01,40,12.5,.456,.160,.471,2.4,0.6,0.4,0.3,4.1
Isaiah Stewart\stewais01,68,21.4,.553,.333,.578,6.7,0.9,0.6,1.3,7.9
Max Strus\strusma01,39,13.0,.455,.338,.588,1.1,0.6,0.3,0.1,6.1
Edmond Sumner\sumneed01,53,16.2,.525,.398,.587,1.8,0.9,0.6,0.2,7.5
Jae'Sean Tate\tateja01,70,29.2,.506,.308,.554,5.3,2.5,1.2,0.5,11.3
Jayson Tatum\tatumja01,64,35.8,.459,.386,.530,7.4,4.3,1.2,0.5,26.4
Jeff Teague\teaguje01,55,17.3,.433,.439,.496,1.6,2.4,0.6,0.2,6.7
Jeff Teague\teaguje01,34,18.1,.415,.464,.484,1.7,2.1,0.8,0.2,6.9
Jeff Teague\teaguje01,21,15.9,.469,.385,.521,1.5,2.8,0.4,0.2,6.6
Garrett Temple\templga01,56,27.3,.415,.335,.503,2.9,2.2,0.8,0.5,7.6
Tyrell Terry\terryty01,11,5.1,.313,.000,.313,0.5,0.5,0.5,0.0,1.0
Daniel Theis\theisda01,65,24.6,.541,.322,.593,5.5,1.7,0.6,0.9,9.6
Daniel Theis\theisda01,42,24.5,.552,.347,.609,5.2,1.6,0.6,1.0,9.5
Daniel Theis\theisda01,23,25.0,.522,.281,.567,5.9,1.8,0.7,0.6,10.0
Brodric Thomas\thomabr01,32,12.5,.361,.271,.435,1.7,0.9,0.5,0.3,3.9
Brodric Thomas\thomabr01,4,6.0,.286,.167,.357,1.0,1.0,0.3,0.3,2.5
Brodric Thomas\thomabr01,28,13.4,.366,.283,.441,1.8,0.9,0.5,0.3,4.1
Isaiah Thomas\thomais02,3,16.0,.333,.250,.389,1.3,1.7,0.3,0.0,7.7
Khyri Thomas\thomakh01,5,30.6,.485,.333,.553,3.6,5.0,1.8,1.2,16.4
Matt Thomas\thomama02,45,7.2,.394,.338,.500,1.0,0.4,0.1,0.0,3.1
Matt Thomas\thomama02,26,7.4,.387,.415,.524,0.8,0.3,0.1,0.0,2.7
Matt Thomas\thomama02,19,7.1,.400,.256,.477,1.2,0.5,0.1,0.0,3.6
Tristan Thompson\thomptr01,54,23.8,.518,.000,.518,8.1,1.2,0.4,0.6,7.6
Sindarius Thornwell\thornsi01,21,10.3,.326,.304,.402,0.9,1.0,0.6,0.1,2.0
Sindarius Thornwell\thornsi01,14,5.2,.333,.333,.405,0.4,0.3,0.4,0.1,1.2
Sindarius Thornwell\thornsi01,7,20.6,.320,.286,.400,1.9,2.4,1.1,0.1,3.4
Matisse Thybulle\thybuma01,65,20.0,.420,.301,.508,1.9,1.0,1.6,1.1,3.9
Killian Tillie\tilliki02,18,10.1,.333,.303,.421,1.3,0.4,0.3,0.4,3.2
Xavier Tillman Sr.\tillmxa01,59,18.4,.559,.338,.595,4.3,1.3,0.7,0.6,6.6
Anthony Tolliver\tollian01,11,9.0,.235,.286,.353,0.9,0.2,0.3,0.2,1.5
Obi Toppin\toppiob01,62,11.0,.498,.306,.560,2.2,0.5,0.3,0.2,4.1
Juan Toscano-Anderson\toscaju01,53,20.9,.579,.402,.667,4.4,2.8,0.8,0.5,5.7
Axel Toupane\toupaax01,8,7.6,.364,.500,.409,0.8,0.5,0.3,0.4,1.8
Karl-Anthony Towns\townska01,50,33.8,.486,.387,.555,10.6,4.5,0.8,1.1,24.8
Gary Trent Jr.\trentga02,58,31.1,.408,.385,.513,2.6,1.4,1.0,0.2,15.3
Gary Trent Jr.\trentga02,41,30.8,.414,.397,.530,2.2,1.4,0.9,0.1,15.0
Gary Trent Jr.\trentga02,17,31.8,.395,.355,.479,3.6,1.3,1.1,0.2,16.2
P.J. Tucker\tuckepj01,52,26.1,.373,.336,.486,3.9,1.2,0.8,0.4,3.7
P.J. Tucker\tuckepj01,32,30.0,.366,.314,.469,4.6,1.4,0.9,0.6,4.4
P.J. Tucker\tuckepj01,20,19.9,.391,.394,.533,2.8,0.8,0.5,0.1,2.6
Rayjon Tucker\tuckera01,14,4.9,.500,.286,.556,0.8,0.4,0.1,0.0,2.4
Myles Turner\turnemy01,47,31.0,.477,.335,.557,6.5,1.0,0.9,3.4,12.6
Jonas Valančiūnas\valanjo01,62,28.3,.592,.368,.606,12.5,1.8,0.6,0.9,17.1
Denzel Valentine\valende01,62,16.7,.373,.331,.469,3.2,1.7,0.5,0.1,6.5
Jarred Vanderbilt\vandeja01,64,17.8,.606,.200,.608,5.8,1.2,1.0,0.7,5.4
Fred VanVleet\vanvlfr01,52,36.5,.389,.366,.489,4.2,6.3,1.7,0.7,19.6
Anderson Varejão\varejan01,5,7.2,.250,.000,.250,4.0,0.6,0.0,0.4,2.6
Devin Vassell\vassede01,62,17.0,.406,.347,.492,2.8,0.9,0.7,0.3,5.5
Gabe Vincent\vincega01,50,13.1,.378,.309,.476,1.1,1.3,0.4,0.0,4.8
Noah Vonleh\vonleno01,4,2.8,.000,.000,.000,0.3,0.3,0.0,0.0,0.0
Nikola Vučević\vucevni01,70,33.5,.477,.400,.540,11.7,3.8,0.9,0.7,23.4
Nikola Vučević\vucevni01,44,34.1,.480,.406,.545,11.8,3.8,1.0,0.6,24.5
Nikola Vučević\vucevni01,26,32.6,.471,.388,.532,11.5,3.9,0.9,0.8,21.5
Dean Wade\wadede01,63,19.2,.431,.366,.556,3.4,1.2,0.6,0.3,6.0
Moritz Wagner\wagnemo01,45,16.0,.454,.341,.522,3.2,1.1,0.6,0.4,6.9
Moritz Wagner\wagnemo01,25,15.0,.508,.310,.561,2.9,1.3,0.9,0.3,7.1
Moritz Wagner\wagnemo01,9,6.8,.286,.333,.357,2.1,0.7,0.0,0.1,1.2
Moritz Wagner\wagnemo01,11,26.0,.409,.372,.495,4.9,1.1,0.4,0.8,11.0
Kemba Walker\walkeke02,43,31.8,.420,.360,.514,4.0,4.9,1.1,0.3,19.3
Lonnie Walker IV\walkelo01,60,25.4,.420,.355,.502,2.6,1.7,0.5,0.3,11.2
John Wall\walljo01,40,32.2,.404,.317,.458,3.2,6.9,1.1,0.8,20.6
Brad Wanamaker\wanambr01,61,17.3,.385,.188,.411,1.7,2.9,0.7,0.2,5.5
Brad Wanamaker\wanambr01,39,16.0,.353,.213,.390,1.7,2.5,0.7,0.2,4.7
Brad Wanamaker\wanambr01,22,19.5,.429,.125,.440,1.8,3.4,0.8,0.2,6.9
T.J. Warren\warretj01,4,29.3,.529,.000,.529,3.5,1.3,0.5,0.0,15.5
P.J. Washington\washipj01,64,30.5,.440,.386,.522,6.5,2.5,1.1,1.2,12.9
Yuta Watanabe\watanyu01,50,14.5,.439,.400,.539,3.2,0.8,0.5,0.4,4.4
Tremont Waters\watertr01,26,9.2,.405,.395,.494,0.8,2.4,0.6,0.0,3.8
Paul Watson\watsopa01,27,11.0,.463,.469,.646,1.7,0.6,0.2,0.1,4.1
Quinndary Weatherspoon\weathqu01,20,6.1,.457,.167,.471,0.6,0.4,0.4,0.1,2.3
Russell Westbrook\westbru01,65,36.4,.439,.315,.474,11.5,11.7,1.4,0.4,22.2
Coby White\whiteco01,69,31.2,.416,.359,.506,4.1,4.8,0.6,0.2,15.1
Derrick White\whitede01,36,29.6,.411,.346,.503,3.0,3.5,0.7,1.0,15.4
Hassan Whiteside\whiteha01,36,15.2,.563,.000,.563,6.0,0.6,0.3,1.3,8.1
Greg Whittington\whittgr01,4,3.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0
Andrew Wiggins\wiggian01,71,33.3,.477,.380,.543,4.9,2.4,0.9,1.0,18.6
Grant Williams\willigr01,63,18.1,.437,.372,.534,2.8,1.0,0.5,0.4,4.7
Kenrich Williams\willike04,66,21.6,.533,.444,.596,4.1,2.3,0.8,0.3,8.0
Lou Williams\willilo02,66,21.6,.410,.399,.464,2.1,3.4,0.7,0.1,11.3
Lou Williams\willilo02,42,21.9,.421,.378,.473,2.1,3.4,0.9,0.1,12.1
Lou Williams\willilo02,24,21.0,.389,.444,.444,2.1,3.4,0.3,0.1,10.0
Patrick Williams\willipa01,71,27.9,.483,.391,.534,4.6,1.4,0.9,0.6,9.2
Robert Williams\williro04,52,18.9,.721,.000,.721,6.9,1.8,0.8,1.8,8.0
Zion Williamson\willizi01,61,33.2,.611,.294,.616,7.2,3.7,0.9,0.6,27.0
D.J. Wilson\wilsodj01,35,12.4,.405,.345,.494,3.2,0.7,0.3,0.5,5.2
D.J. Wilson\wilsodj01,12,8.8,.372,.357,.488,2.1,0.3,0.1,0.3,3.6
D.J. Wilson\wilsodj01,23,14.3,.416,.339,.496,3.8,0.9,0.4,0.5,6.1
Dylan Windler\windldy01,31,16.5,.438,.338,.538,3.5,1.1,0.6,0.4,5.2
Justise Winslow\winslju01,26,19.5,.352,.185,.376,4.5,1.9,0.6,0.5,6.8
Cassius Winston\winstca01,22,4.5,.424,.471,.545,0.4,0.5,0.1,0.0,1.9
James Wiseman\wisemja01,39,21.4,.519,.316,.535,5.8,0.7,0.3,0.9,11.5
Christian Wood\woodch01,41,32.3,.514,.374,.574,9.6,1.7,0.8,1.2,21.0
Robert Woodard II\woodaro01,13,3.5,.400,.167,.425,1.2,0.2,0.0,0.2,1.5
Delon Wright\wrighde01,63,27.7,.463,.372,.525,4.3,4.4,1.6,0.5,10.2
Delon Wright\wrighde01,36,29.2,.464,.348,.517,4.6,5.0,1.6,0.5,10.4
Delon Wright\wrighde01,27,25.8,.462,.398,.536,3.9,3.6,1.6,0.4,10.0
Thaddeus Young\youngth01,68,24.3,.559,.267,.568,6.2,4.3,1.1,0.6,12.1
Trae Young\youngtr01,63,33.7,.438,.343,.499,3.9,9.4,0.8,0.2,25.3
Cody Zeller\zelleco01,48,20.9,.559,.143,.565,6.8,1.8,0.6,0.4,9.4
Ivica Zubac\zubaciv01,72,22.3,.652,.250,.654,7.2,1.3,0.3,0.9,9.0